DatasetID,year1,author1,DATA-CM (B/SR/EV) 0.1,ERR-S (B/SR/EV) 0.944,EN (EV) 1.1,EN-RSL-FW (EV) 1.922,E-EXC (EV) 2.1,E-RSL (EV) 2.922,ANG-CM (ADEG) 3.1,ANG-RSL (ADEG) 3.922,zaTarg1,Targ1,Proj,Emission,Prod,MF,MT,ReacType,Quant1,nx,indVars,Reacode
13516002,1991,K.H.Hicks+,5.02906e-10,2.17856e-10,2.98e+8,7.0e+5,1.999e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,5.19632e-10,2.50394e-10,2.98e+8,7.0e+5,2.023e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,5.18463e-10,2.63339e-10,2.98e+8,7.0e+5,2.049e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.60742e-10,3.61369e-10,2.98e+8,7.0e+5,2.073e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.52482e-10,1.58899e-10,2.98e+8,7.0e+5,2.099e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.3667e-10,3.61032e-10,2.98e+8,7.0e+5,2.123e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.9891e-10,2.36567e-10,2.98e+8,7.0e+5,2.149e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.62554e-10,1.43586e-10,2.98e+8,7.0e+5,2.173e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,5.20775e-10,1.47586e-10,2.98e+8,7.0e+5,2.199e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.2994e-10,2.48043e-10,2.98e+8,7.0e+5,2.223e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,2.7283e-10,2.50074e-10,2.98e+8,7.0e+5,2.248e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.11237e-10,1.44676e-10,2.98e+8,7.0e+5,2.274e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.69996e-10,7.2673e-11,2.98e+8,7.0e+5,2.298e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.1266e-10,2.34221e-10,2.98e+8,7.0e+5,2.324e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.89263e-10,4.32875e-10,2.98e+8,7.0e+5,2.348e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.12626e-10,2.45361e-10,2.98e+8,7.0e+5,2.374e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.26035e-10,1.59847e-10,2.98e+8,7.0e+5,2.398e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.45343e-10,6.8729e-11,2.98e+8,7.0e+5,2.424e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.20627e-10,2.76024e-10,2.98e+8,7.0e+5,2.448e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.85713e-10,4.18962e-10,2.98e+8,7.0e+5,2.474e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.9291e-10,3.07593e-10,2.98e+8,7.0e+5,2.498e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.57446e-10,2.89583e-10,2.98e+8,7.0e+5,2.524e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.51838e-10,1.56077e-10,2.98e+8,7.0e+5,2.548e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.26467e-10,2.42172e-10,2.98e+8,7.0e+5,2.574e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.21285e-10,1.69917e-10,2.98e+8,7.0e+5,2.598e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.57851e-10,3.496e-10,2.98e+8,7.0e+5,2.624e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.83235e-10,1.33881e-10,2.98e+8,7.0e+5,2.648e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.27279e-10,1.91303e-10,2.98e+8,7.0e+5,2.674e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.25477e-10,1.98527e-10,2.98e+8,7.0e+5,2.698e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.70155e-10,2.78215e-10,2.98e+8,7.0e+5,2.724e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.96176e-10,1.7428e-10,2.98e+8,7.0e+5,2.748e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.04806e-10,1.88769e-10,2.98e+8,7.0e+5,2.774e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.525e-10,1.75242e-10,2.98e+8,7.0e+5,2.798e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.22778e-10,4.01442e-10,2.98e+8,7.0e+5,2.824e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.96122e-10,2.49414e-10,2.98e+8,7.0e+5,2.848e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.85643e-10,1.71581e-10,2.98e+8,7.0e+5,2.874e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.89367e-10,3.57498e-10,2.98e+8,7.0e+5,2.898e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.43827e-10,2.74801e-10,2.98e+8,7.0e+5,2.924e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.61297e-10,2.29664e-10,2.98e+8,7.0e+5,2.948e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.52825e-10,2.09716e-10,2.98e+8,7.0e+5,2.974e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.86633e-10,3.78242e-10,2.98e+8,7.0e+5,2.998e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.11456e-10,5.54526e-11,2.98e+8,7.0e+5,3.024e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.88537e-10,2.19775e-10,2.98e+8,7.0e+5,3.048e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.01483e-10,2.59167e-10,2.98e+8,7.0e+5,3.074e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.44385e-10,3.55e-10,2.98e+8,7.0e+5,3.098e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.117e-10,3.62249e-10,2.98e+8,7.0e+5,3.124e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.65651e-10,1.96313e-10,2.98e+8,7.0e+5,3.148e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.40669e-10,3.48993e-10,2.98e+8,7.0e+5,3.174e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.59647e-10,2.1448e-10,2.98e+8,7.0e+5,3.198e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.5518e-10,2.31177e-10,2.98e+8,7.0e+5,3.224e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.24921e-10,3.02515e-10,2.98e+8,7.0e+5,3.248e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.90218e-10,3.49631e-10,2.98e+8,7.0e+5,3.274e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.63251e-10,2.49922e-10,2.98e+8,7.0e+5,3.298e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.83374e-10,6.02734e-11,2.98e+8,7.0e+5,3.324e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.44896e-10,2.60773e-10,2.98e+8,7.0e+5,3.348e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.1891e-10,2.60029e-10,2.98e+8,7.0e+5,3.374e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.05976e-10,1.93475e-10,2.98e+8,7.0e+5,3.398e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.48062e-10,1.7632e-10,2.98e+8,7.0e+5,3.424e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.58661e-10,3.85616e-10,2.98e+8,7.0e+5,3.448e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.42497e-10,2.76356e-10,2.98e+8,7.0e+5,3.474e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.59887e-10,2.10465e-10,2.98e+8,7.0e+5,3.498e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.54913e-10,3.01728e-10,2.98e+8,7.0e+5,3.524e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.95542e-10,2.1805e-10,2.98e+8,7.0e+5,3.548e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.63438e-10,1.15444e-10,2.98e+8,7.0e+5,3.574e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.60452e-10,2.40434e-10,2.98e+8,7.0e+5,3.598e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.1396e-10,3.99058e-10,2.98e+8,7.0e+5,3.624e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,2.9284e-10,9.96302e-11,2.98e+8,7.0e+5,3.648e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.72987e-10,2.71151e-10,2.98e+8,7.0e+5,3.674e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.92703e-10,2.61897e-10,2.98e+8,7.0e+5,3.698e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.02348e-10,2.70258e-10,2.98e+8,7.0e+5,3.724e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.25524e-10,2.25031e-10,2.98e+8,7.0e+5,3.748e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.5197e-10,2.17354e-10,2.98e+8,7.0e+5,3.774e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.67299e-10,2.76861e-10,2.98e+8,7.0e+5,3.798e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.37309e-10,3.63475e-10,2.98e+8,7.0e+5,3.824e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.2573e-10,2.71665e-10,2.98e+8,7.0e+5,3.848e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.87783e-10,1.9586e-10,2.98e+8,7.0e+5,3.874e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.85857e-10,2.3091e-10,2.98e+8,7.0e+5,3.898e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.48144e-10,4.57682e-10,2.98e+8,7.0e+5,3.924e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.22469e-10,2.6015e-10,2.98e+8,7.0e+5,3.948e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.37252e-10,1.72944e-10,2.98e+8,7.0e+5,3.974e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.19572e-10,2.89677e-10,2.98e+8,7.0e+5,3.998e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.33685e-10,3.63192e-10,2.98e+8,7.0e+5,4.024e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,5.08028e-10,2.85682e-10,2.98e+8,7.0e+5,4.048e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.9151e-10,1.95163e-10,2.98e+8,7.0e+5,4.074e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.22482e-10,4.06477e-10,2.98e+8,7.0e+5,4.098e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.29752e-10,2.89945e-10,2.98e+8,7.0e+5,4.124e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.19756e-10,2.32491e-10,2.98e+8,7.0e+5,4.148e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,2.82682e-10,2.99174e-10,2.98e+8,7.0e+5,4.174e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.17739e-10,4.13631e-10,2.98e+8,7.0e+5,4.198e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.70152e-10,9.67225e-11,2.98e+8,7.0e+5,4.224e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,5.18026e-10,2.90795e-10,2.98e+8,7.0e+5,4.248e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.51902e-10,4.6733e-10,2.98e+8,7.0e+5,4.274e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.84354e-10,3.09575e-10,2.98e+8,7.0e+5,4.298e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.10097e-10,4.06306e-10,2.98e+8,7.0e+5,4.324e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.48287e-10,3.61836e-10,2.98e+8,7.0e+5,4.348e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.55112e-10,2.95845e-10,2.98e+8,7.0e+5,4.374e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.54944e-10,2.90518e-10,2.98e+8,7.0e+5,4.398e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.545e-10,2.65028e-10,2.98e+8,7.0e+5,4.424e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.00123e-10,1.89626e-10,2.98e+8,7.0e+5,4.448e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.12175e-10,1.68431e-10,2.98e+8,7.0e+5,4.474e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.73165e-10,2.40242e-10,2.98e+8,7.0e+5,4.498e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.45821e-10,5.14261e-10,2.98e+8,7.0e+5,4.524e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,5.0031e-10,2.90668e-10,2.98e+8,7.0e+5,4.548e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,3.63758e-10,8.1403e-11,2.98e+8,7.0e+5,4.574e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
13516002,1991,K.H.Hicks+,4.86532e-10,4.60099e-10,2.98e+8,7.0e+5,4.598e+7,1.2e+6,2,2,8016,8-O-16,N,P,7-N-16,6,103,DAE,DAE,3,234,"8-O-16(N,P)7-N-16,,DA/DE"
